# SIPES, Base de Titulos Universitarios (DNGU), https://sipes.siu.edu.ar/buscar_titulos_form.php . Todas las paginas del buscador para las cinco instituciones, consultado el 2026-09-08 (hora de Argentina, noche del 7) con el formulario y su paginado. UTN es la universidad entera (no se puede filtrar por Facultad Regional); Siglo 21 dicta a distancia.
cod_institucion,institucion,titulo,carrera,resolucion_reconocimiento_oficial,modalidad,nivel
36,Universidad Nacional de Tucumán,ESPECIALISTA EN DERECHO PROCESAL CON ORIENTACIÓN CIVIL O PENAL,ESPECIALIZACIÓN EN DERECHO PROCESAL CON ORIENTACIÓN CIVIL O PENAL,D./1040/2025,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN DERECHO PROCESAL CON ORIENTACIÓN CIVIL O PENAL,ESPECIALIZACIÓN EN DERECHO PROCESAL CON ORIENTACIÓN CIVIL O PENAL,R.M./4268/2017,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN DIDÁCTICA Y CURRICULUM,ESPECIALIZACIÓN EN DIDÁCTICA Y CURRÍCULUM,R.M./1258/2014,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN DIRECCIÓN DE RECURSOS HUMANOS,ESPECIALIZACIÓN EN DIRECCIÓN DE RECURSOS HUMANOS,R.M./351/2021,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN DIRECCIÓN DE RECURSOS HUMANOS,ESPECIALIZACIÓN EN DIRECCIÓN DE RECURSOS HUMANOS,R.M./1495/2012,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN DIRECCIÓN DE SISTEMAS DE SALUD,ESPECIALIZACIÓN EN DIRECCIÓN DE SISTEMAS DE SALUD,R.M./3874/2017,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN DISEÑO DE LA ESPACIALIDAD ESCENICA,ESPECIALIZACION EN DISEÑO DE LA ESPACIALIDAD ESCENICA,D./410/2026,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN DOCENCIA UNIVERSITARIA EN CIENCIAS DE LA SALUD,ESPECIALIZACION EN DOCENCIA UNIVERSITARIA EN CIENCIAS DE LA SALUD - ORIENTACIÓN MEDICINA Y ENFERMERÍA,R.M./1598/2015,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN DROGADEPENDENCIAS,ESPECIALIZACIÓN EN DROGADEPENDENCIAS,R.M./2070/2014,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN DROGADEPENDENCIAS,ESPECIALIZACIÓN EN DROGADEPENDENCIAS,R.M./639/2017,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN DROGADEPENDENCIAS,ESPECIALIZACIÓN EN DROGADEPENDENCIAS,R.M./2224/2023,A DISTANCIA,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN DROGADEPENDENCIAS,ESPECIALIZACIÓN EN DROGADEPENDENCIAS,R.M./3186/2019,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN EDUCACIÓN FÍSICA EN INSTITUCIONES EDUCATIVAS,ESPECIALIZACIÓN EN EDUCACIÓN FÍSICA EN INSTITUCIONES EDUCATIVAS,R.M./140/2022,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN EDUCACIÓN Y ENSEÑANZA EN EL NIVEL SUPERIOR,ESPECIALIZACIÓN EN EDUCACIÓN Y ENSEÑANZA EN EL NIVEL SUPERIOR,D./271/2025,A DISTANCIA,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN ENDOCRINOLOGÍA,ESPECIALIZACIÓN EN ENDOCRINOLOGÍA,R.M./1497/2012,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN ENDODONCIA,ESPECIALIZACIÓN EN ENDODONCIA,R.M./1595/2018,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN ENSEÑANZA DEL ESPAÑOL COMO LENGUA EXTRANJERA,ESPECIALIZACIÓN EN ENSEÑANZA DEL ESPAÑOL COMO LENGUA EXTRANJERA,D./545/2025,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN ESTERILIZACIÓN,ESPECIALIZACIÓN EN ESTERILIZACIÓN,R.M./1197/2023,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN ESTERILIZACIÓN,ESPECIALIZACIÓN EN ESTERILIZACIÓN,R.M./1471/2023,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN ESTERILIZACIÓN PARA FARMACÉUTICOS,ESPECIALIZACIÓN EN ESTERILIZACIÓN PARA FARMACÉUTICOS,R.M./505/2021,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN EVALUACIÓN Y DIAGNÓSTICO PSICOLÓGICO,ESPECIALIZACIÓN EN EVALUACIÓN Y DIAGNÓSTICO PSICOLÓGICO,R.M./365/2024,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN EVALUACIÓN Y DIAGNÓSTICO PSICOLÓGICO,ESPECIALIZACIÓN EN EVALUACIÓN Y DIAGNÓSTICO PSICOLÓGICO,R.M./2865/2015,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN FINANZAS,ESPECIALIZACIÓN EN FINANZAS,R.M./179/2023,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN FINANZAS,ESPECIALIZACIÓN EN FINANZAS,R.M./1894/2018,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN FINANZAS,ESPECIALIZACIÓN EN FINANZAS,D./728/2026,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN GERENCIA Y VINCULACIÓN TECNOLÓGICA,ESPECIALIZACIÓN EN GERENCIA Y VINCULACIÓN TECNOLÓGICA,R.M./3740/2021,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN GERENCIA Y VINCULACIÓN TECNOLÓGICA,ESPECIALIZACIÓN EN GERENCIA Y VINCULACIÓN TECNOLÓGICA,R.M./3597/2017,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN GESTIÓN INDUSTRIAL,ESPECIALIZACIÓN EN GESTIÓN INDUSTRIAL,R.M./303/2022,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN GESTIÓN INDUSTRIAL,ESPECIALIZACIÓN EN GESTIÓN INDUSTRIAL,R.M./4371/2017,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN GESTIÓN INTEGRAL DEL PROYECTO ARQUITECTÓNICO,ESPECIALIZACIÓN EN GESTIÓN INTEGRAL DEL PROYECTO ARQUITECTÓNICO,R.M./2941/2022,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN HISTORIA CULTURAL DE TUCUMÁN,ESPECIALIZACIÓN EN HISTORIA CULTURAL DE TUCUMÁN,R.M./446/2023,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN HISTORIA DEL ARTE DE TUCUMÁN,ESPECIALIZACIÓN EN HISTORIA DEL ARTE DE TUCUMÁN,D./742/2025,A DISTANCIA,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN INTEGRACIÓN DE TECNOLOGÍAS INFORMÁTICAS,ESPECIALIZACIÓN EN INTEGRACIÓN DE TECNOLOGÍAS INFORMÁTICAS,R.M./2159/2018 - R.M./783/2022 - R.M./265/2023,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN LA ENSEÑANZA DEL ESPAÑOL COMO LENGUA EXTRANJERA,ESPECIALIZACIÓN EN LA ENSEÑANZA DEL ESPAÑOL COMO LENGUA EXTRANJERA,R.M./1673/2016 - R.M./221/2018,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN MEDICINA DEL DEPORTE,ESPECIALIZACIÓN EN MEDICINA DEL DEPORTE,R.M./1074/2012,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN MEDICINA DEL TRABAJO,ESPECIALIZACION EN MEDICINA DEL TRABAJO,R.M./598/2012,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN MEDICINA LEGAL,ESPECIALIZACIÓN EN MEDICINA LEGAL,R.M./1488/2012,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN MEDIO AMBIENTE VISUAL E ILUMINACIÓN EFICIENTE,ESPECIALIZACIÓN EN MEDIO AMBIENTE VISUAL E ILUMINACIÓN EFICIENTE,D./653/2026,A DISTANCIA,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN MEDIO AMBIENTE VISUAL E ILUMINACIÓN EFICIENTE,ESPECIALIZACIÓN EN MEDIO AMBIENTE VISUAL E ILUMINACIÓN EFICIENTE,R.M./1225/2014 - R.M./378/2023,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN NUTRICIÓN,ESPECIALISTA EN NUTRICIÓN,R.M./0631/2012 - R.M./631/2012,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN OPERATORIA DENTAL Y BIOMATERIALES,ESPECIALIZACIÓN EN OPERATORIA DENTAL Y BIOMATERIALES,R.M./1563/2018,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN PLANIFICACIÓN E INTERVENCIÓN DESDE LA COMUNICACIÓN,ESPECIALIZACIÓN EN PLANIFICACIÓN E INTERVENCIÓN DESDE LA COMUNICACIÓN,D./658/2025,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN PSICOLOGÍA CLÍNICA DE NIÑOS Y ADOLESCENTES CON ORIENTACIÓN PSICOANALÍTICA,"ESPECIALIZACIÓN EN PSICOLOGÍA CLÍNICA DE NIÑOS Y ADOLESCENTES, CON ORIENTACIÓN PSICOANALÍTICA",R.M./1763/2018,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,"ESPECIALISTA EN PSICOLOGÍA CLÍNICA DE NIÑOS Y ADOLESCENTES, ORIENTACIÓN PSICOANALÍTICA","ESPECIALIZACIÓN EN PSICOLOGÍA CLÍNICA DE NIÑOS Y ADOLESCENTES, ORIENTACIÓN PSICOANALÍTICA",R.M./74/2018,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN PSICOLOGÍA JURÍDICO FORENSE,ESPECIALIZACIÓN EN PSICOLOGÍA JURÍDICO FORENSE,R.M./701/2021,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN SALUD SOCIAL Y COMUNITARIA,ESPECIALIZACIÓN EN SALUD SOCIAL Y COMUNITARIA,R.M./1496/2012,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN SINDICATURA CONCURSAL,ESPECIALIZACIÓN EN SINDICATURA CONCURSAL,R.M./2498/2019,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN SINDICATURAS CONCURSALES,ESPECIALIZACIÓN EN SINDICATURAS CONCURSALES,R.M./2532/2017,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN TOCOGINECOLOGÍA,ESPECIALIZACIÓN EN TOCOGINECOLOGÍA,R.M./3935/2019,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN TRIBUTACIÓN,ESPECIALIZACIÓN EN TRIBUTACIÓN,R.M./1494/2012,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN TRIBUTACIÓN,ESPECIALIZACIÓN EN TRIBUTACIÓN,R.M./1940/2019,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN TRIBUTACIÓN,ESPECIALIZACIÓN EN TRIBUTACIÓN,R.M./2304/2021,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,ESPECIALISTA EN TURISMO CULTURAL DE LA REGIÓN DEL NOROESTE ARGENTINO,ESPECIALIZACIÓN EN TURISMO CULTURAL DE LA REGIÓN DEL NOROESTE ARGENTINO,R.M./2752/2017,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,FARMACÉUTICO/A,FARMACIA,R.M.0972/98 - R.M./2134/2015 - R.M./2761/2017,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,FARMACÉUTICO/A ESPECIALISTA EN ESTERILIZACIÓN,ESPECIALIZACIÓN EN ESTERILIZACIÓN PARA FARMACÉUTICOS,R.M./2616/2018,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,GEOLOGO/A,GEOLOGÍA,R.M./2889/2017,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,GEOLOGO/A,GEOLOGÍA,R.M./33/2019,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,GEÓLOGO/A,GEOLOGÍA,R.M./272/2025,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,INGENIERO/A AGRIMENSOR/A, ,R.M.2500/98 - R.M./0069/2011,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,INGENIERO/A AGRÓNOMO/A, ,R.M.0974/10,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,INGENIERO/A AGRÓNOMO/A,INGENIERÍA AGRONÓMICA,R.M./310/2018,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,INGENIERO/A CIVIL,INGENIERÍA CIVIL,C.S. - R.M./0725/2012 - R.M./725/2012 - R.M./363/2017 - R.M./1054/2014 - R.M./1913/2017 - R.M./2651/2019,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,INGENIERO/A ELECTRÓNICO/A,INGENIERÍA ELECTRÓNICA,R.M.0340/00 - R.M./0074/2011 - R.M./74/2011,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,INGENIERO/A ELECTRÓNICO/A,INGENIERÍA ELECTRÓNICA,R.M./597/2016,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,INGENIERO/A EN COMPUTACIÓN,INGENIERÍA EN COMPUTACIÓN,R.M./1486/2005 - R.M./379/2015 - R.M./3660/2017 - R.M./329/2021,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,INGENIERO/A INDUSTRIAL,INGENIERÍA INDUSTRIAL,R.M.0347/99 - R.M./1054/2014,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,INGENIERO/A QUÍMICO/A,INGENIERÍA QUÍMICA,R.M.2400/97 - R.M./0265/2011 - R.M./265/2011,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,INGENIERO/A QUÍMICO/A,INGENIERÍA QUÍMICA,R.M./389/2017,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,INGENIERO/A ZOOTECNISTA,INGENIERÍA ZOOTECNISTA,R.M./1613/2015,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,INGENIERO BIOMÉDICO,INGENIERÍA BIOMÉDICA,R.M./1862/2017,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,INGENIERO BIOMÉDICO, ,R.M.0813/05,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,INGENIERO ELECTRICISTA, ,R.M.0340/00 - R.M.1499/11,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,INGENIERO ELECTRICISTA,INGENIERÍA ELÉCTRICA,R.M./1875/2017,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,INGENIERO EN COMPUTACION, ,R.M.0340/00 - R.M.1486/05,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,INGENIERO EN INFORMÁTICA,INGENIERÍA EN INFORMÁTICA,R.M./606/2021,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,INGENIERO MECÁNICO,INGENERÍA MECÁNICA,R.M./2166/2016,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,INGENIERO MECÁNICO, ,R.M.1495/11,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,INTÉRPRETE DRAMÁTICO, ,R.M.1197/87,PRESENCIAL,Pregrado
36,Universidad Nacional de Tucumán,KINESIOLOGO, ,R.M.1370/97,PRESENCIAL,Pregrado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN ADMINISTRACIÓN,LICENCIATURA EN ADMINISTRACIÓN,R.M./439/2017,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN ADMINISTRACIÓN,LICENCIADO EN ADMINISTRACIÓN - DISPOSICIÓN-,R.M./2402/2019,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN ARTES VISUALES,LICENCIATURA EN ARTES VISUALES,R.M./1152/2017,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN BIOTECNOLOGÍA, ,R.M.2079/98,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN BIOTECNOLOGÍA,LICENCIATURA EN BIOTECNOLOGÍA, ,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN BIOTECNOLOGÍA,LICENCIATURA EN BIOTECNOLOGÍA,R.M./318/2020,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN CIENCIAS BIOLOGICAS,LICENCIATURA EN CIENCIAS BIOLÓGICAS,R.M./2618/2017 - R.M./569/2020,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN CIENCIAS DE LA COMUNICACIÓN, ,R.M.0016/04,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN CIENCIAS DE LA EDUCACIÓN,LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN,R.M./2746/2019,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN CINEMATOGRAFÍA,LICENCIATURA EN CINEMATOGRAFÍA,R.M./229/2020,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN DISEÑO DE SONIDO,LICENCIATURA EN DISEÑO DE SONIDO, ,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN ECONOMÍA,LICENCIATURA EN ECONOMÍA,R.M./1292/2015,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN EDUCACIÓN FÍSICA,LICENCIATURA EN EDUCACIÓN FÍSICA-CICLO DE COMPLEMENTACIÓN CURRICULAR,D./207/2024,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN EDUCACIÓN FÍSICA, ,R.M.1470/98,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN EDUCACIÓN FÍSICA,LICENCIATURA EDUCACIÓN FÍSICA,R.M./1983/2023,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN EDUCACIÓN FÍSICA,LICENCIATURA EN EDUCACIÓN FÍSICA,R.M./2810/2023,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN EDUCACIÓN INICIAL,LICENCIATURA DE EDUCACIÓN FÍSICA,R.M./790/2018,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN ENFERMERÍA,LICENCIATURA EN ENFERMERÍA,R.M./3737/2021,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN ENFERMERÍA,LICENCIATURA EN ENFERMERÍA,R.M./93/2023,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN ENFERMERÍA,LICENCIATURA EN ENFERMERÍA,R.M./837/2020 - R.M./780/2022,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN ENFERMERÍA,LICENCIATURA EN ENFERMERÍA,D./674/2026,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN ENFERMERÍA, ,R.M.2405/94 - R.M.0538/11,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN ENFERMERÍA,LICENCIATURA EN ENFERMERÍA,R.M./275/2022,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN FILOSOFÍA, ,R.M.0586/05,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN FISICA,LICENCIATURA EN FÍSICA,R.M./4792/2017,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN FONOAUDIOLOGÍA,LICENCIATURA EN FONOAUDIOLOGÍA -CICLO DE COMPLEMENTACIÓN CURRICULAR-,R.M./2482/2019,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN GEOGRAFÍA, ,R.M.0800/05,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN GEOGRAFÍA,LICENCIATURA EN GEOGRAFÍA, ,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN HISTORIA,LICENCIATURA EN HISTORIA,R.M./291/2018,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN INFORMÁTICA,LICENCIATURA EN INFORMÁTICA,R.M./1740/2015 - R.M./292/2021,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN KINESIOLOGÍA Y FISIATRÍA,LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA,R.M./2678/2023,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN LUTHERIA,LICENCIATURA EN LUTHERIA,R.M./672/2021,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN OBSTETRICIA,LICENCIATURA EN OBSTETRICIA,R.M./2855/2017,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN OBSTETRICIA,LICENCIATURA EN OBSTETRICIA,R.M./693/2018,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN QUÍMICA,LICENCIATURA EN QUÍMICA,R.M./406/2024,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN QUÍMICA,LICENCIATURA EN QUÍMICA,R.M.0972/98 - R.M./1117/2015 - R.M./2407/2019,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN QUÍMICA,LICENCIATURA EN QUIMICA,R.M./2364/2019,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN SEGURIDAD PÚBLICA,LICENCIATURA EN SEGURIDAD PÚBLICA - CICLO DE COMPLEMENTACIÓN CURRICULAR,D./695/2025,A DISTANCIA,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN TEATRO,LICENCIATURA EN TEATRO,R.M./288/2025,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO/A EN TRABAJO SOCIAL, ,R.M.0959/89 - R.M.0568/05,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO EN CIENCIAS BIOLÓGICAS, ,R.M.0212/00 - R.M.0376/02,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO EN CIENCIAS SOCIALES -CICLO DE LICENCIATURA, ,R.M.0567/03,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO EN CINEMATOGRAFIA, ,R.M.0964/05,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO EN EDUCACIÓN ESPECIAL -CICLO DE LICENCIATURA-, ,R.M.1554/04,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO EN EDUCACIÓN FÍSICA,LICENCIATURA EN EDUCACIÓN FÍSICA - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./1631/2015,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO EN EDUCACION INICIAL -CICLO DE LICENCIATURA, ,R.M.0039/06,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO EN FRANCES CON ORIENTACION ALTERNATIVA EN LINGÜISTICA, ,R.M.1347/04,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO EN FRANCES CON ORIENTACION ALTERNATIVA EN LITERATURA, ,R.M.1347/04,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO EN GESTION UNIVERSITARIA,LICENCIATURA EN GESTIÓN UNIVERSITARIA,R.M./0689/2013 - R.M./689/2013,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO EN INFORMÁTICA, ,R.M.0777/05,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO EN INGLES CON ORIENTACION ALTERNATIVA EN HISTORIA,LICENCIATURA EN INGLÉS,R.M.0540/06,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO EN INGLES CON ORIENTACION ALTERNATIVA EN LINGÜÍSTICA,LICENCIATURA EN INGLÉS,R.M.0540/06,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO EN INGLES CON ORIENTACION ALTERNATIVA EN LITERATURA,LICENCIATURA EN INGLÉS,R.M.0540/06,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO EN KINESIOLOGIA, ,R.M.1370/97,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO EN LETRAS, ,R.M.0016/06,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO EN LETRAS -CICLO DE LICENCIATURA, ,R.M.0569/03,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO EN MUSICA CON ORIENTACION ALTERNATIVA EN DIRECCION CORAL -CICLO DE LICENCIATURA, ,R.M.1099/04,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO EN MUSICA CON ORIENTACION ALTERNATIVA EN EDUCACION MUSICAL -CICLO DE LICENCIATURA, ,R.M.1099/04,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO EN MUSICA CON ORIENTACION ALTERNATIVA EN INSTRUMENTO -CICLO DE LICENCIATURA, ,R.M.1099/04,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO EN TEATRO, ,R.M.1194/87,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,LICENCIADO EN TELEVISION, ,R.M.0964/05,PRESENCIAL,Grado
36,Universidad Nacional de Tucumán,MAESTRO EN ARTES PLÁSTICAS,MAGISTERIO EN ARTES PLÁSTICAS,R.M./2174/2021,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,MAESTRO MAYOR DE OBRAS, ,R.M.0212/06,PRESENCIAL,Preuniversitario
36,Universidad Nacional de Tucumán,MAESTRO MAYOR DE OBRAS,MAESTRO MAYOR DE OBRAS,R.M./181/2025,PRESENCIAL,Pregrado
36,Universidad Nacional de Tucumán,MAGÍSTER EN ADMINISTRACIÓN,MAESTRIA EN ADMINISTRACION,R.M./1068/2023,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,MAGÍSTER EN ADMINISTRACIÓN,MAESTRIA EN ADMINISTRACION,R.M./378/2021,PRESENCIAL,Posgrado
36,Universidad Nacional de Tucumán,MAGÍSTER EN ADMINISTRACIÓN,MAESTRÍA EN ADMINISTRACIÓN,R.M./2346/2012 - R.M./2345/2012,PRESENCIAL,Posgrado
