# SIPES, Base de Titulos Universitarios (DNGU), https://sipes.siu.edu.ar/buscar_titulos_form.php . Todas las paginas del buscador para las cinco instituciones, consultado el 2026-09-08 (hora de Argentina, noche del 7) con el formulario y su paginado. UTN es la universidad entera (no se puede filtrar por Facultad Regional); Siglo 21 dicta a distancia.
cod_institucion,institucion,titulo,carrera,resolucion_reconocimiento_oficial,modalidad,nivel
43,Universidad Tecnológica Nacional,LICENCIADO/A EN ENSEÑANZA DE LA MATEMÁTICA,LICENCIATURA EN ENSEÑANZA DE LA MATEMÁTICA - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./605/2020,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN ENSEÑANZA DE LA MATEMÁTICA,LICENCIATURA EN ENSEÑANZA DE LA MATEMÁTICA - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./232/2020 - R.M./1739/2021 - R.M./3283/2021 - R.M./3354/2021,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN ENSEÑANZA DE LA MATEMÁTICA,LICENCIATURA EN ENSEÑANZA DE LA MATEMÁTICA - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./448/2020,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN ENSEÑANZA DE LA MATEMÁTICA,LICENCIATURA EN ENSEÑANZA DE LA MATEMÁTICA - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./601/2020,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN ENSEÑANZA DE LA QUÍMICA,LICENCIATURA EN ENSEÑANZA DE LA QUÍMICA - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./639/2020,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN GESTIÓN AMBIENTAL,LICENCIATURA EN GESTIÓN AMBIENTAL - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./2014/2021 - R.M./98/2025,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN GESTIÓN DE LA TECNOLOGÍA INFORMÁTICA APLICADA A LA INDUSTRIA,LICENCIATURA EN GESTIÓN DE LA TECNOLOGÍA INFORMÁTICA APLICADA A LA INDUSTRIA,D./1321/2025,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN GESTIÓN DE LOS PROCESOS QUÍMICOS,LICENCIATURA EN GESTION DE LOS PROCESOS QUÍMICOS,D./534/2026,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN GESTIÓN SUSTENTABLE DE LAS AGROCADENAS,LICENCIATURA EN GESTIÓN SUSTENTABLE DE LAS AGROCADENAS -CICLO DE COMPLEMENTACIÓN CURRICULAR-,R.M./1480/2016 - R.M./908/2021 - R.M./684/2021,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN HIGIENE Y SEGURIDAD EN EL TRABAJO,LICENCIATURA EN HIGIENE Y SEGURIDAD EN EL TRABAJO- CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./2774/2023 - R.M./963/2024,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN HIGIENE Y SEGURIDAD EN EL TRABAJO,LICENCIATURA EN HIGIENE Y SEGURIDAD EN EL TRABAJO - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./1821/2020,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN HIGIENE Y SEGURIDAD EN EL TRABAJO,LICENCIATURA EN HIGIENE Y SEGURIDAD EN EL TRABAJO - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./3866/2019,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN HIGIENE Y SEGURIDAD EN EL TRABAJO,LICENCIATURA EN HIGIENE Y SEGURIDAD EN EL TRABAJO- CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./849/2020,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN HIGIENE Y SEGURIDAD EN EL TRABAJO,LICENCIATURA EN HIGIENE Y SEGURIDAD EN EL TRABAJO - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./3945/2019,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN HIGIENE Y SEGURIDAD EN EL TRABAJO,LICENCIATURA EN HIGIENE Y SEGURIDAD EN EL TRABAJO - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./3777/2019,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN HIGIENE Y SEGURIDAD EN EL TRABAJO,LICENCIATURA EN HIGIENE Y SEGURIDAD EN EL TRABAJO - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./394/2020,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN HIGIENE Y SEGURIDAD EN EL TRABAJO,LICENCIATURA EN HIGIENE Y SEGURIDAD EN EL TRABAJO - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./3721/2019,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN HIGIENE Y SEGURIDAD EN EL TRABAJO,LICENCIATURA EN HIGIENE Y SEGURIDAD EN EL TRABAJO - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./3722/2019,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN HIGIENE Y SEGURIDAD EN EL TRABAJO,LICENCIATURA EN HIGIENE Y SEGURIDAD EN EL TRABAJO - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./3999/2019,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN HIGIENE Y SEGURIDAD EN EL TRABAJO,LICENCIATURA EN HIGIENE Y SEGURIDAD EN EL TRABAJO - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./1051/2020,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN HIGIENE Y SEGURIDAD EN EL TRABAJO,LICENCIATURA EN HIGIENE Y SEGURIDAD EN EL TRABAJO - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./691/2020 - R.M./883/2021 - R.M./2102/2022 - R.M./878/2024 - D./203/2026,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN HIGIENE Y SEGURIDAD EN EL TRABAJO,LICENCIATURA EN HIGIENE Y SEGURIDAD EN EL TRABAJO - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./924/2020,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN LENGUA INGLESA,LICENCIATURA EN LENGUA INGLESA - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./396/2020,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN LENGUA INGLESA,LICENCIATURA EN LENGUA INGLESA - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./500/2020,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN LENGUA INGLESA,LICENCIATURA EN LENGUA INGLESA - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./456/2020,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN LENGUA INGLESA,LICENCIATURA EN LENGUA INGLESA - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./840/2020,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN LENGUA INGLESA,LICENCIATURA EN LENGUA INGLESA - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./511/2020,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN LOGÍSTICA,LICENCIATURA EN LOGÍSTICA - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./666/2020 - R.M./2302/2022 - R.M./2301/2022 - R.M./3243/2022 - R.M./1148/2024 - D./234/2024 - D./144/2025 - D./171/2025,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN ORGANIZACIÓN INDUSTRIAL,LICENCIATURA EN ORGANIZACIÓN INDUSTRIAL,R.M./922/2020,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN ORGANIZACIÓN INDUSTRIAL,LICENCIATURA EN ORGANIZACIÓN INDUSTRIAL,R.M./973/2020,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN ORGANIZACIÓN INDUSTRIAL,LICENCIATURA EN ORGANIZACIÓN INDUSTRIAL,R.M./520/2020,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN ORGANIZACIÓN INDUSTRIAL,LICENCIATURA EN ORGANIZACIÓN INDUSTRIAL,R.M./972/2020,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN ORGANIZACIÓN INDUSTRIAL,LICENCIATURA EN ORGANIZACIÓN INDUSTRIAL,R.M./926/2020,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN ORGANIZACIÓN INDUSTRIAL,LICENCIATURA EN ORGANIZACIÓN INDUSTRIAL,R.M./971/2020,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN ORGANIZACIÓN INDUSTRIAL,LICENCIATURA EN ORGANIZACIÓN INDUSTRIAL,R.M./970/2020,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN ORGANIZACIÓN INDUSTRIAL,LICENCIATURA EN ORGANIZACIÓN INDUSTRIAL,R.M./524/2020,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN PRODUCCIÓN DE BIOIMÁGENES,LICENCIATURA EN PRODUCCIÓN DE BIOIMÁGENES - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./698/2024,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN PRODUCCIÓN DE BIOIMÁGENES,LICENCIATURA EN PRODUCCIÓN DE BIOIMÁGENES-CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./1947/2016 - R.M./565/2020 - R.M./843/2020 - R.M./931/2020 - R.M./359/2021 - R.M./368/2021 - R.M./1281/2021 - R.M./1275/2021 - R.M./1200/2021 - R.M./1222/2021 - R.M./2654/2021,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN PRODUCCIÓN DE BIOIMÁGENES,LICENCIATURA EN PRODUCCIÓN DE BIOIMÁGENES - CICLO DE COMPLEMENTACIÓN CURRICULAR,D./550/2025,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN TECNOLOGÍA EDUCATIVA,LICENCIATURA EN TECNOLOGÍA EDUCATIVA -CICLO DE COMPLEMENTACIÓN CURRICULAR-,D./253/2026,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN TECNOLOGÍA EDUCATIVA,LICENCIATURA EN TECNOLOGÍA EDUCATIVA -CICLO DE COMPLEMENTACIÓN CURRICULAR-,R.M./1326/2021 - R.M./1853/2023,A DISTANCIA,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN TECNOLOGÍA EDUCATIVA,LICENCIATURA EN TECNOLOGÍA EDUCATIVA -CICLO DE COMPLEMENTACIÓN CURRICULAR-,R.M./171/2017 - R.M./2454/2019 - R.M./2876/2019 - R.M./2811/2019 - R.M./2679/2019 - R.M./2674/2019 - R.M./2787/2019 - R.M./2801/2019 - R.M./3825/2019 - R.M./191/2020 - R.M./203/2020 - R.M./429/2020 - R.M./823/2020 - R.M./1585/2020 - R.M./12/2021 - R.M./777/2021 - R.M./1219/2021 - R.M./3276/2021 - D./39/2025 - D./55/2025 - D./1038/2025 - D./1036/2025,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO/A EN TECNOLOGÍAS INCLUSIVAS EN EDUCACIÓN,LICENCIATURA EN TECNOLOGÍAS INCLUSIVAS EN EDUCACIÓN - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./804/2019 - R.M./1159/2023,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO EN ADMINISTRACION DE EMPRESAS-CICLO DE LICENCIATURA, ,R.M./591/2004,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO EN ADMINISTRACION RURAL, ,R.M./29/2003,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO EN AUDITORIA Y GESTION AMBIENTAL -CICLO DE LICENCIATURA, ,R.M.1072/03,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO EN CIENCIAS APLICADAS -CICLO DE LICENCIATURA, ,R.M./1064/2001,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO EN COMERCIALIZACIÓN, ,R.M./479/2008,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO EN DESARROLLO DE LAS ECONOMIAS REGIONALES -CICLO DE LICENCIATURA, ,R.M./4/2004,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO EN ENSEÑANZA DE CIENCIAS DEL AMBIENTE -CICLO DE LICENCIATURA, ,R.M./224/2010,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO EN ENSEÑANZA DE LA FISICA -CICLO DE LICENCIATURA, ,R.M./924/2004,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO EN ENSEÑANZA DE LA QUIMICA - CICLO DE LICENCIATURA, ,R.M./599/2005,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO EN GESTION DE EMPRESAS TURISTICAS -CICLO DE LICENCIATURA, ,R.M./1809/2006,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO EN GESTIÓN DE EMPRESAS TURÍSTICAS Y HOTELERAS,LICENCIATURA EN GESTIÓN DE EMPRESAS TURÍSTICAS Y HOTELERAS - CICLO DE COMPLEMENTACIÓN CURRICULAR-,R.M./2152/2016 - R.M./2362/2021 - D./335/2025,A DISTANCIA,Grado
43,Universidad Tecnológica Nacional,LICENCIADO EN GESTION DE LA PRODUCCION GRAFICA -CICLO DE LICENCIATURA, ,R.M./874/2004,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO EN GESTION DE NEGOCIOS AGROALIMENTARIOS -CICLO DE LICENCIATURA, ,R.M./918/2004,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO EN HIGIENE Y SEGURIDAD EN EL TRABAJO,LICENCIATURA EN HIGIENE Y SEGURIDAD EN EL TRABAJO -CICLO DE LICENCIATURA-,R.M./250/2004,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO EN INFORMATICA -CICLO DE LICENCIATURA, ,R.M./1020/2003 - R.M./2976/2015,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO EN LENGUA INGLESA -CICLO DE LICENCIATURA, ,R.M./251/2004,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO EN ORGANIZACIÓN INDUSTRIAL, ,R.M./3133/1994,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO EN SISTEMAS DE INFORMACIÓN, ,R.M./776/2004 - R.M./2976/2015,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO EN TECNOLOGIA APLICADA A LA SEGURIDAD -CICLO DE LICENCIATURA,LICENCIATURA EN TECNOLOGÍA APLICADA A LA SEGURIDAD -CICLO-,R.M./693/2013,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO EN TECNOLOGIA EDUCATIVA -CICLO DE LICENCIATURA, ,R.M./470/2003,A DISTANCIA,Grado
43,Universidad Tecnológica Nacional,LICENCIADO EN TECNOLOGIA EDUCATIVA -CICLO DE LICENCIATURA, ,R.M./1054/2001,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,LICENCIADO EN TECNOLOGÍA MÉDICA, ,R.M./872/2004,PRESENCIAL,Grado
43,Universidad Tecnológica Nacional,MAGÍSTER EN ADMINISTRACIÓN DE NEGOCIOS,MAESTRIA EN ADMINISTRACIÓN DE NEGOCIOS,R.M./4591/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN ADMINISTRACIÓN DE NEGOCIOS,MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS (UTN/EAH),R.M./3237/2022,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN ADMINISTRACIÓN DE NEGOCIOS,MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS,R.M./2421/2021,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN ADMINISTRACIÓN DE NEGOCIOS,MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS,R.M./3419/2022,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN ADMINISTRACIÓN DE NEGOCIOS,MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS,R.M./2215/2021,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN ADMINISTRACIÓN DE NEGOCIOS,MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS,R.M./983/2020,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN ADMINISTRACIÓN DE NEGOCIOS,MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS,R.M./3747/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN ADMINISTRACIÓN DE NEGOCIOS,MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS,R.M./1479/2022,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN ADMINISTRACIÓN DE NEGOCIOS,MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS,R.M./2232/2020,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN ADMINISTRACIÓN DE NEGOCIOS,MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS,R.M./136/2013 - R.M./886/2017 - D./479/2025,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN ADMINISTRACIÓN DE NEGOCIOS,MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS,D./832/2025,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN ADMINISTRACIÓN DE NEGOCIOS,MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS,R.M./990/2021,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN ADMINISTRACIÓN DE NEGOCIOS,MAESTRIA EN ADMINISTRACIÓN DE NEGOCIOS,R.M./3046/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN ADMINISTRACIÓN DE NEGOCIOS,MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS,R.M./1359/2022,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN ADMINISTRACIÓN DE NEGOCIOS,MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS,R.M./2837/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN ADMINISTRACIÓN DE NEGOCIOS,MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS,R.M./46/2025,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN ADMINISTRACIÓN DE NEGOCIOS,MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS,R.M./1491/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN ADMINISTRACIÓN DE NEGOCIOS,MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS,R.M./2113/2018,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN ADMINISTRACIÓN DE NEGOCIOS,MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS,D./445/2025,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN ADMINISTRACIÓN DE NEGOCIOS,MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS,R.M./3618/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN ADMINISTRACIÓN DE NEGOCIOS,MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS,R.M./2419/2021,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN ADMINISTRACIÓN DE NEGOCIOS,MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS,D./447/2025,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN ADMINISTRACIÓN DE NEGOCIOS,MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS,R.M./745/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN ADMINISTRACIÓN DE NEGOCIOS,MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS,R.M./2295/2021,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN ADMINISTRACIÓN DE NEGOCIOS,MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS,R.M./3619/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN ADMINISTRACIÓN DE NEGOCIOS,MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS,R.M./963/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN ADMINISTRACIÓN DE NEGOCIOS,MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS,R.M./2298/2021,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN CIENCIAS DE LA COMPUTACIÓN CON ORIENTACIÓN BASES DE DATOS,MAESTRÍA EN CIENCIAS DE LA COMPUTACIÓN CON ORIENTACIÓN BASES DE DATOS,R.M./2087/2016,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN CIENCIAS DE LA COMPUTACIÓN CON ORIENTACIÓN EN BASE DE DATOS,MAESTRÍA EN CIENCIAS DE LA COMPUTACIÓN CON ORIENTACIÓN EN BASE DE DATOS,R.M./3862/2019,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN DESARROLLO SUSTENTABLE DEL HÁBITAT HUMANO,MAESTRÍA EN DESARROLLO SUSTENTABLE DEL HÁBITAT HUMANO,R.M./1965/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN DESARROLLO SUSTENTABLE DEL HÁBITAT HUMANO,MAESTRÍA EN DESARROLLO SUSTENTABLE DEL HÁBITAT HUMANO,R.M./47/2018,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN DESARROLLO TERRITORIAL,MAESTRÍA EN DESARROLLO TERRITORIAL,R.M./4001/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN DESARROLLO TERRITORIAL,MAESTRÍA EN DESARROLLO TERRITORIAL,R.M./670/2021,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN DESARROLLO TERRITORIAL,MAESTRÍA EN DESARROLLO TERRITORIAL,R.M./4621/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN DESARROLLO TERRITORIAL,MAESTRÍA EN DESARROLLO TERRITORIAL,R.M./2294/2021 - R.M./184/2024 - D./945/2025,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGÍSTER EN DESARROLLO TERRITORIAL,MAESTRÍA EN DESARROLLO TERRITORIAL,R.M./4129/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGISTER EN DOCENCIA UNIVERSITARIA,MAESTRÍA EN DOCENCIA UNIVERSITARIA,R.M./667/2017,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGISTER EN DOCENCIA UNIVERSITARIA,MAESTRÍA EN DOCENCIA UNIVERSITARIA,R.M./2082/2019,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGISTER EN DOCENCIA UNIVERSITARIA,MAESTRÍA EN DOCENCIA UNIVERSITARIA,R.M./1704/2004 - R.M./568/2016 - R.M./678/2013,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGISTER EN DOCENCIA UNIVERSITARIA,MAESTRÍA EN DOCENCIA UNIVERSITARIA,R.M./3804/2021,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGISTER EN DOCENCIA UNIVERSITARIA,MAESTRÍA EN DOCENCIA UNIVERSITARIA,R.M./1325/2023,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGISTER EN DOCENCIA UNIVERSITARIA,MAESTRÍA EN DOCENCIA UNIVERSITARIA,R.M./439/2023 - D./300/2025,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGISTER EN DOCENCIA UNIVERSITARIA,MAESTRÍA EN DOCENCIA UNIVERSITARIA,D./539/2026,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGISTER EN DOCENCIA UNIVERSITARIA,MAESTRÍA EN DOCENCIA UNIVERSITARIA,R.M./2506/2019,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGISTER EN DOCENCIA UNIVERSITARIA,MAESTRÍA EN DOCENCIA UNIVERSITARIA,R.M./1259/2018,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,MAGISTER EN DOCENCIA UNIVERSITARIA,MAESTRÍA EN DOCENCIA UNIVERSITARIA,R.M./1817/2022,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,"MAGISTER EN ENERGÍA RENOVABLES MENCIÓN SOLAR, MENCIÓN EÓLICA Y MENCIÓN BIOMASA","MAESTRÍA EN ENERGÍAS RENOVABLES MENCIÓN SOLAR, MENCIÓN EÓLICA Y MENCIÓN BIOMASA",R.M./383/2019,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,"MAGISTER EN ENERGÍA RENOVABLES MENCIÓN SOLAR, MENCIÓN EÓLICA Y MENCIÓN BIOMASA","MAESTRÍA EN ENERGÍAS RENOVABLES MENCIÓN SOLAR, MENCIÓN EÓLICA Y MENCIÓN BIOMASA",R.M./1005/2019,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,"MAGISTER EN ENERGÍAS RENOVABLES, MENCIÓN BIOMASA","MAESTRÍA EN ENERGÍAS RENOVABLES, MENCIÓN BIOMASA",R.M./3933/2021,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,"MAGISTER EN ENERGÍAS RENOVABLES: MENCIÓN EÓLICA, MENCIÓN SOLAR Y MENCIÓN BIOMASA","MAESTRÍA EN ENERGÍAS RENOVABLES: MENCIÓN EÓLICA, MENCIÓN SOLAR Y MENCIÓN BIOMASA",R.M./1371/2015,PRESENCIAL,Posgrado
43,Universidad Tecnológica Nacional,"MAGÍSTER EN ENERGÍAS RENOVABLES. MENCIÓN EÓLICA, MENCIÓN SOLAR Y MENCIÓN BIOMASA","MAESTRÍA EN ENERGÍAS RENOVABLES. MENCIÓN EÓLICA, MENCIÓN SOLAR Y MENCIÓN BIOMASA",D./210/2026,PRESENCIAL,Posgrado
